Event.Id,Investigation.Type,Accident.Number,Event.Date,Location,Country,Latitude,Longitude,Airport.Code,Airport.Name,Injury.Severity,Aircraft.damage,Aircraft.Category,Registration.Number,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,FAR.Description,Schedule,Purpose.of.flight,Air.carrier,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.phase.of.flight,Report.Status,Publication.Date,Make_Model
20001213X32456,Accident,ANC88LA017,1987-11-18,"ATMAUTLUAK, AK",United States,,,08AK,ATMAUTLWAK,Non-Fatal,Substantial,,N9370F,Cessna,208,No,1.0,Turbo Prop,,SCHD,Unknown,"(dba: Ryan Air Service, Inc)",0.0,0.0,0.0,4.0,VMC,Landing,Probable Cause,06-10-1988,Cessna 208
20001213X32730,Incident,MIA88IA052,1987-12-03,"VICKSBURG, MS",United States,,,NONE,EAGLE LAKE,Incident,Minor,,N3012W,Beech,58,No,2.0,Reciprocating,,NSCH,Unknown,"Baton Rouge Air Charter, Inc.",0.0,0.0,0.0,4.0,VMC,Landing,Probable Cause,10-07-1989,Beech 58
20001213X32644,Accident,ANC88DAG01,1987-12-06,"ATMAUTLUAK, AK",United States,,,ATM,ATMAUTLAUK,Non-Fatal,Substantial,,N73503,Cessna,207A,No,1.0,Reciprocating,,SCHD,Unknown,"Ryan Air Service, Inc.",0.0,0.0,0.0,4.0,VMC,Landing,Probable Cause,27-12-1988,Cessna 207A
20001213X32738,Accident,MIA88LA057A,1987-12-09,"NATCHEZ, MS",United States,,,,,Non-Fatal,Substantial,,N24JE,Beech,E-18S,No,2.0,Reciprocating,,NSCH,Unknown,"Aerovation, Inc.",0.0,0.0,0.0,2.0,VMC,Cruise,Probable Cause,14-02-1989,Beech E-18S
20001213X32789,Accident,SEA88LA082,1987-12-10,"SILVERDALE, WA",United States,,,S42,APEX,Non-Fatal,Substantial,,N4953Z,Cessna,TU206G,No,1.0,Reciprocating,,NSCH,Unknown,(dba: Galvins' Flying Service),0.0,0.0,0.0,5.0,VMC,Landing,Probable Cause,31-03-1989,Cessna TU206G
20001213X32731,Incident,MIA88IA068,1987-12-20,"TAMPA, FL",United States,,,TPA,TAMPA INTL.,Incident,Minor,,N6724D,Beech,99,No,2.0,Turbo Prop,,SCHD,Unknown,Air New Orleans,0.0,0.0,0.0,5.0,VMC,Approach,Probable Cause,10-07-1989,Beech 99
20001213X24830,Accident,ANC88LA023,1988-01-04,"AKIACHAK, AK",United States,,,2-13,AKIACHAK,Non-Fatal,Substantial,,N73036,Cessna,207,No,1.0,Reciprocating,,NSCH,Unknown,Yute Air Service,0.0,0.0,0.0,5.0,VMC,Landing,Probable Cause,30-03-1989,Cessna 207
20001213X24958,Accident,MKC88FA037,1988-01-08,"DEWITT, AR",United States,,,5MI,DEWITT MUNICIPAL,Non-Fatal,Substantial,,N4613S,Beech,58,No,2.0,Reciprocating,,NSCH,Unknown,Central Flying Service Inc.,0.0,0.0,0.0,6.0,VMC,Landing,Probable Cause,30-03-1989,Beech 58
20001213X24866,Incident,CHI88IA045,1988-01-18,"WATERLOO, IA",United States,,,,,Incident,Minor,,N421MQ,Aerospatiale,ATR-42,No,2.0,Turbo Prop,,SCHD,Unknown,Simmons Airlines,0.0,0.0,0.0,6.0,VMC,Cruise,Probable Cause,25-01-1990,Aerospatiale ATR-42
20001213X24932,Accident,LAX88LA096,1988-01-18,"PRESCOTT, AZ",United States,,,PRC,LOVE FIELD,Non-Fatal,Substantial,,N6842Q,Cessna,402C,No,2.0,Reciprocating,,SCHD,Unknown,Golden Pacific (dba: Golden Pacific Airlines),0.0,0.0,0.0,9.0,IMC,Landing,Probable Cause,21-07-1989,Cessna 402C
20001213X24902,Incident,FTW88IA055,1988-01-20,"COLLEGE STATION, TX",United States,,,CLL,EASTERWOOD FIELD,Incident,Minor,,N3107P,Swearingen,SA227-AC,No,2.0,Turbo Prop,,SCHD,Unknown,"Trans Colorado Airlines, Inc.",0.0,0.0,0.0,7.0,VMC,Takeoff,Probable Cause,25-01-1990,Swearingen SA227-AC
20001213X25145,Accident,NYC88LA071,1988-02-01,"BANGOR, ME",United States,,,BGR,BANGER INTL,Non-Fatal,Substantial,,N4175G,Cessna,402B,No,2.0,Reciprocating,,NSCH,Unknown,Northeast Aeromotive,0.0,0.0,0.0,3.0,VMC,Takeoff,Probable Cause,16-01-1990,Cessna 402B
20001213X25159,Accident,NYC88LA091,1988-02-02,"HYANNIS, MA",United States,,,HYA,HYANNIS,Non-Fatal,Substantial,,N5461V,Cessna,303,No,2.0,Reciprocating,,NSCH,Unknown,Hyannis Aviation,0.0,0.0,0.0,4.0,VMC,Landing,Probable Cause,03-12-1989,Cessna 303
20001213X25132,Accident,MKC88LA049,1988-02-10,"BURLINGTON, IA",United States,,,BRL,BURLINGTON,Non-Fatal,Substantial,,N2230D,Piper,PA-34-200T,No,2.0,Reciprocating,,NSCH,Unknown,Remmers Aviation,0.0,0.0,0.0,3.0,IMC,Taxi,Probable Cause,30-03-1989,Piper PA-34-200T
20001213X24991,Accident,ANC88LA030,1988-02-12,"BREVIG MISSION, AK",United States,,,KTS,BREVIG MISSION,Non-Fatal,Substantial,,N9950M,Cessna,207,No,1.0,Reciprocating,,NSCH,Unknown,Cape Smythe Air Service (dba: Cape Smythe Air Service),0.0,0.0,0.0,1.0,VMC,Taxi,Probable Cause,30-03-1989,Cessna 207
20001213X24993,Accident,ANC88LA032,1988-02-23,"KIPNUK, AK",United States,,,,KIPNUK,Non-Fatal,Substantial,,N8429N,Piper,PA-32-300,No,1.0,Reciprocating,,NSCH,Unknown,"Kipnuk Air, Inc. (dba: Kipnuk Air, Inc.)",0.0,0.0,0.0,7.0,IMC,Takeoff,Probable Cause,30-03-1989,Piper PA-32-300
20001213X25008,Accident,ATL88LA099,1988-02-24,"MORGANTON, NC",United States,,,MRN,MORGANTON-LENOIR,Non-Fatal,Substantial,,N1480K,Beech,18S,No,2.0,Reciprocating,,NSCH,Unknown,"Saber Aviation, Inc. (dba: Saber Cargo Airlines)",0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,28-02-1989,Beech 18S
20001213X25164,Accident,NYC88LA097,1988-02-26,"ALBANY, NY",United States,,,ALB,ALBANY,Non-Fatal,Substantial,,N7243R,Beech,1900,No,2.0,Turbo Prop,,SCHD,Unknown,Brockway Air Inc. (ny) (dba: Piedmont Commuter System),0.0,0.0,0.0,12.0,VMC,Taxi,Probable Cause,11-09-1989,Beech 1900
20001213X25195,Incident,ATL88IA102,1988-03-03,"BIRMINGHAM, AL",United States,,,BHM,BIRMINGHAM MUNICIPAL,Incident,Minor,,N422NE,Government Aircraft Fact (gaf),NOMAD N22B,No,2.0,Turbo Prop,,NSCH,Unknown,Air New Orleans (dba: Continental Express),0.0,0.0,0.0,6.0,IMC,Cruise,Probable Cause,25-01-1990,Government Aircraft Fact (gaf) NOMAD N22B
20001213X25196,Incident,ATL88IA107,1988-03-09,"ATLANTA, GA",United States,,,ATL,WILLIAM B HARTSFIELD INTL,Incident,Minor,,N310DA,Boeing,737-232,No,2.0,Turbo Fan,,SCHD,Unknown,"Delta Air Lines, Inc. (dba: Delta Air Lines)",0.0,0.0,0.0,26.0,VMC,Taxi,Probable Cause,25-01-1990,Boeing 737-232
20001213X25237,Accident,CHI88LA076,1988-03-10,"DIXON, IL",United States,,,C73,DIXON MUNI,Non-Fatal,Substantial,,N4072D,Piper,PA-31-350,No,2.0,Reciprocating,,NSCH,Unknown,Blackhawk Air Service,0.0,0.0,0.0,3.0,VMC,Approach,Probable Cause,28-11-1989,Piper PA-31-350
20001213X25182,Accident,ANC88LA039,1988-03-11,"RUBY, AK",United States,,,RBY,RUBY,Non-Fatal,Substantial,,N70364,Cessna,207,No,1.0,Reciprocating,,NSCH,Unknown,(dba: Galena Air Service),0.0,0.0,0.0,1.0,VMC,Maneuvering,Probable Cause,30-03-1989,Cessna 207
20001213X25251,Incident,DEN88IA083,1988-03-16,"BILLINGS, MT",United States,,,,,Incident,Minor,,N2180S,Cessna,210,No,1.0,Reciprocating,,NSCH,Unknown,"(dba: Lynch Flying Service, Inc.)",0.0,0.0,0.0,3.0,VMC,Cruise,Probable Cause,25-01-1990,Cessna 210
20001213X25316,Accident,MKC88FA067,1988-03-22,"EXCELSIOR SPGS, MO",United States,,,3EX,EXCELSIOR SPRINGS,Non-Fatal,Destroyed,,N62526,Piper,PA-23-250,No,2.0,Reciprocating,,NSCH,Unknown,Viking Express,0.0,0.0,0.0,1.0,VMC,Approach,Probable Cause,19-09-1989,Piper PA-23-250
20001213X25447,Accident,DEN88FA091,1988-04-02,"SILVER PLUME, CO",United States,,,,,Non-Fatal,Substantial,,N72590,Aerospatiale,SA316B,No,1.0,Turbo Shaft,,NSCH,Unknown,(dba: [ems]),0.0,0.0,0.0,4.0,VMC,Cruise,Probable Cause,28-02-1989,Aerospatiale SA316B
20001213X25513,Incident,MIA88IA150,1988-04-15,"JACKSONVILLE, FL",United States,,,CRG,CRAIG MUNICIPAL,Incident,Minor,,N796Q,Beech,58,No,2.0,Reciprocating,,NSCH,Unknown,"Flight Express, Inc.",0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,25-01-1990,Beech 58
20001213X25369,Accident,ANC88LA048,1988-04-18,"CANTWELL, AK",United States,,,,PRIVATE AIRSTRIP,Non-Fatal,Substantial,,N51205,Cessna,206,No,1.0,Reciprocating,,NSCH,Unknown,Airlift Alaska,0.0,0.0,0.0,3.0,VMC,Takeoff,Probable Cause,25-04-1989,Cessna 206
20001213X25384,Incident,ATL88IA146,1988-04-22,"DOTHAN, AL",United States,,,,,Incident,Minor,,N804MX,De Havilland,DHC-8-101/102,No,2.0,Turbo Prop,,SCHD,Unknown,Eastern Metro Express,0.0,0.0,0.0,24.0,VMC,Cruise,Probable Cause,25-01-1990,De Havilland DHC-8-101/102
20001213X25596,Accident,ATL88FA162,1988-05-02,"ATLANTA, GA",United States,,,ATL,HARTSFIELD,Non-Fatal,Substantial,,N2025W,Beech,55,No,2.0,Reciprocating,,NSCH,Unknown,James Flying Service,0.0,0.0,0.0,4.0,VMC,Takeoff,Probable Cause,02-10-1989,Beech 55
20001213X25602,Incident,ATL88IA171,1988-05-12,"REIDSVILLE, NC",United States,,,NC14,ROCKINGHAM COUNTY,Incident,Minor,,N101UC,Aerospatiale,AS-355-F,No,2.0,Turbo Shaft,,NSCH,Unknown,(dba: [ems]),0.0,0.0,0.0,4.0,VMC,Cruise,Probable Cause,25-01-1990,Aerospatiale AS-355-F
20001213X25634,Accident,BFO88LA048,1988-05-14,"MATHEW, VA",United States,,,9VA1,HOLLY POINT,Non-Fatal,Substantial,,N6449R,Cessna,172RG,No,1.0,Reciprocating,,NSCH,Unknown,Mideastern Airways Inc.,0.0,0.0,0.0,3.0,VMC,Takeoff,Probable Cause,03-12-1989,Cessna 172RG
20001213X25598,Accident,ATL88FA173,1988-05-16,"ATLANTA, GA",United States,,,ATL,ATLANTA HARTSFIELD,Non-Fatal,Substantial,,N1013G,Swearingen,SA-226-TC,No,2.0,Turbo Prop,,SCHD,Unknown,"Atlantis Airlines, Inc. (dba: Eastern Atlantis Express)",0.0,0.0,0.0,12.0,VMC,Landing,Probable Cause,02-10-1989,Swearingen SA-226-TC
20001213X25693,Incident,FTW88IA109,1988-05-24,"NEW ORLEANS, LA",United States,,,,,Incident,Minor,,N75356,Boeing,737-3T0,No,2.0,Turbo Fan,,SCHD,Unknown,Taca International Airlines,0.0,0.0,0.0,45.0,VMC,Descent,Probable Cause,25-03-1991,Boeing 737-3T0
20001213X26058,Accident,NYC88LA152,1988-06-01,"UTICA, NY",United States,,,,,Non-Fatal,Substantial,,N20PA,Beech,H18,No,2.0,Reciprocating,,NSCH,Unknown,"Sair Aviation, Inc.",0.0,0.0,0.0,1.0,VMC,Climb,Probable Cause,24-11-1989,Beech H18
20001213X25890,Accident,CHI88FA128,1988-06-05,"CHICAGO, IL",United States,,,MDW,MIDWAY,Non-Fatal,Substantial,,N259MC,Dornier,228-201,No,2.0,Turbo Prop,,SCHD,Unknown,(dba: Midway Commuter),0.0,0.0,0.0,3.0,VMC,Taxi,Probable Cause,07-08-1989,Dornier 228-201
20001213X25891,Accident,CHI88FA143,1988-06-24,"CLEVELAND, OH",United States,,,CLE,CLEVELAND HOPKINS,Non-Fatal,Substantial,,N30GA,Short Brothers,SC.7,No,2.0,Turbo Prop,,NSCH,Unknown,Air Cargo Carriers,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,31-01-1990,Short Brothers SC.7
20001213X25847,Accident,ANC88LA078,1988-06-27,"BARTER ISLAND, AK",United States,,,,,Non-Fatal,Substantial,,N53042,Cessna,185F,No,1.0,Reciprocating,,NSCH,Unknown,Canning Air Service (dba: Canning Air Service),0.0,0.0,0.0,4.0,VMC,Takeoff,Probable Cause,28-02-1989,Cessna 185F
20001213X26074,Incident,SEA88IA121,1988-06-30,"SEATTLE, WA",United States,,,SEA,SEATTLE TACOMA,Incident,Minor,,N791FT,Mcdonnell Douglas,DC-8-73F,No,4.0,Turbo Fan,,NSCH,Unknown,Emery Air Freight (dba: Rosenbalm Aviation),0.0,0.0,0.0,4.0,VMC,Landing,Probable Cause,25-01-1990,Mcdonnell Douglas DC-8-73F
20001213X26363,Accident,NYC88LA173,1988-07-01,"AKRON, NY",United States,,,9G3,AKRON,Non-Fatal,Substantial,,N1954H,Piper,PA-32-300,No,1.0,Reciprocating,,NSCH,Unknown,Rex Miller Flying Service,0.0,0.0,0.0,4.0,VMC,Takeoff,Probable Cause,09-07-1990,Piper PA-32-300
20001213X26168,Incident,CHI88IA157,1988-07-06,"INDIANAPOLIS, IN",United States,,,IND,INDIANAPOLIS INT'L,Incident,Minor,,N3063W,Beech,C99,No,2.0,Turbo Prop,,SCHD,Unknown,"Air Kentucky Airlines, Inc. (dba: Allegheny Commuter)",0.0,0.0,0.0,12.0,VMC,Climb,Probable Cause,11-06-1990,Beech C99
20001213X26396,Accident,SEA88LA133,1988-07-08,"SEATTLE, WA",United States,,,WA57,LAKE UNION,Non-Fatal,Substantial,,N67679,De Havilland,DHC-2,No,1.0,Reciprocating,,SCHD,Unknown,"Kenmore Air Harbor, Inc.",0.0,0.0,0.0,3.0,VMC,Landing,Probable Cause,14-04-1989,De Havilland DHC-2
20001213X26200,Incident,DEN88IA167,1988-07-26,"DENVER, CO",United States,,,DEN,STAPLETON INT'L,Incident,Minor,,N1973,Boeing,727-100,No,3.0,Turbo Fan,,NSCH,Unknown,Connie Kallitta Services,0.0,0.0,0.0,5.0,VMC,Taxi,Probable Cause,03-10-1989,Boeing 727-100
20001213X26091,Accident,ANC88FA100,1988-07-27,"ANCHORAGE, AK",United States,,,ANC,ANCHORAGE INT'L,Non-Fatal,Substantial,,N482SA,Fairchild,SA227-AT,No,2.0,Turbo Prop,,SCHD,Unknown,Peninsula Airways (dba: Peninsula Airways),0.0,0.0,0.0,8.0,VMC,Taxi,Probable Cause,19-09-1989,Fairchild SA227-AT
20001213X26564,Incident,FTW88IA145,1988-08-06,"CAMERON, LA",United States,,,,PRIVATE,Incident,Minor,,N3190K,Bell,222UT,No,2.0,Turbo Shaft,,NSCH,Unknown,"Petroleum Helicopters, Inc.",0.0,0.0,0.0,2.0,VMC,Cruise,Probable Cause,11-06-1990,Bell 222UT
20001213X26409,Accident,ANC88LA106,1988-08-08,"COOPER LANDING, AK",United States,,,,,Non-Fatal,Substantial,,N9829M,Cessna,207A,No,1.0,Reciprocating,,NSCH,Unknown,(dba: Trail Lake Flying Service),0.0,0.0,0.0,6.0,VMC,Climb,Probable Cause,14-04-1989,Cessna 207A
20001213X26412,Accident,ANC88LA109,1988-08-14,"KWETHLUK, AK",United States,,,KWT,KWETHLUK,Non-Fatal,Substantial,,N32062,Piper,PA-32,No,1.0,Reciprocating,,NSCH,Unknown,Kusko Aviation (dba: Kusko Aviation Inc),0.0,0.0,0.0,7.0,VMC,Landing,Probable Cause,14-04-1989,Piper PA-32
20001213X26607,Accident,LAX88LA296,1988-08-25,"PRESCOTT, AZ",United States,,,PRC,PRESCOTT,Non-Fatal,Substantial,,N5715C,Cessna,402C,No,2.0,Reciprocating,,SCHD,Unknown,Golden Pacific,0.0,0.0,0.0,9.0,VMC,Taxi,Probable Cause,04-03-1992,Cessna 402C
20001213X26809,Accident,DEN88LA196,1988-09-01,"ANTELOPE WELLS, NM",United States,,,NONE,RANCH STRIP,Non-Fatal,Substantial,,N3184C,Cessna,182RG,No,1.0,Reciprocating,,NSCH,Unknown,Amarillo Flying Service,0.0,0.0,0.0,4.0,VMC,Takeoff,Probable Cause,06-12-1989,Cessna 182RG
20001213X26741,Accident,ANC88LA137,1988-09-11,"RUTH LAKE, AK",United States,,,,,Non-Fatal,Substantial,,N67207,De Havilland,DHC-2,No,1.0,Reciprocating,,NSCH,Unknown,Branch River Air Service,0.0,0.0,0.0,3.0,VMC,Landing,Probable Cause,08-08-1989,De Havilland DHC-2
20001213X26808,Incident,DEN88IA207,1988-09-16,"DENVER, CO",United States,,,DEN,STAPLETON INT'L,Incident,Minor,,N32017,Beech,1900,No,2.0,Turbo Prop,,SCHD,Unknown,Rocky Mountain Airways (dba: Continental Express),0.0,0.0,0.0,9.0,VMC,Descent,Probable Cause,25-01-1990,Beech 1900
20001213X26868,Accident,LAX88LA325,1988-09-16,"LIHUE, HI",United States,,,LIH,LIHUE,Non-Fatal,Substantial,,N278KA,Bell,206L,No,1.0,Turbo Shaft,,NSCH,Unknown,Kenai Air Of Hawaii Inc,0.0,0.0,0.0,7.0,VMC,Approach,Probable Cause,24-11-1989,Bell 206L
20001213X26749,Accident,ANC88LA145,1988-09-21,"CHIP RIVER, AK",United States,,,,,Non-Fatal,Substantial,,N61500,Cessna,185F,No,1.0,Reciprocating,,NSCH,Unknown,Cape Smythe Air Service,0.0,0.0,0.0,4.0,VMC,Landing,Probable Cause,08-08-1989,Cessna 185F
20001213X26750,Accident,ANC88LA146,1988-09-22,"NEW KOLIGANEK, AK",United States,,,KGK,NEW KOLIGANEK,Non-Fatal,Substantial,,N1763U,Cessna,207A,No,1.0,Reciprocating,,NSCH,Unknown,Manokotak Airways,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,11-09-1989,Cessna 207A
20001213X26751,Accident,ANC88LA147,1988-09-23,"ZACHER BAY, AK",United States,,,,,Non-Fatal,Substantial,,N53546,De Havilland,DHC-2,No,1.0,Reciprocating,,NSCH,Unknown,"Uyak Air Serivce Inc. (dba: Uyak Air Service, Inc.)",0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,29-09-1989,De Havilland DHC-2
20001213X27166,Accident,SEA89FA006,1988-10-04,"EAST SOUND, WA",United States,,,,,Non-Fatal,Substantial,,N803BA,Beech,B-99A,No,2.0,Turbo Prop,,SCHD,Unknown,(dba: San Juan Airlines),0.0,0.0,0.0,4.0,IMC,Maneuvering,Probable Cause,08-08-1989,Beech B-99A
20001213X27150,Incident,NYC89IA005,1988-10-06,"NEWARK, NJ",United States,,,EWR,NEWARK INT'L,Incident,Minor,,N118FE,Boeing,727-100,No,3.0,Turbo Jet,,SCHD,Unknown,Federal Express (dba: Federal Express Corporation),0.0,0.0,0.0,3.0,VMC,Takeoff,Probable Cause,11-06-1990,Boeing 727-100
20001213X26965,Accident,ANC89LA018,1988-10-10,"AKIACHAK, AK",United States,,,Z13,AKIACHAK,Non-Fatal,Substantial,,N449SA,Cessna,182C,No,1.0,Reciprocating,,NSCH,Unknown,Seagull Air Service Inc.,0.0,0.0,0.0,5.0,VMC,Landing,Probable Cause,02-10-1989,Cessna 182C
20001213X26958,Accident,ANC89LA007,1988-10-10,"PERDE BAY, AK",United States,,,,,Non-Fatal,Substantial,,N9965M,Cessna,207,No,1.0,Reciprocating,,SCHD,Unknown,Cape Smyth Air Services Inc.,0.0,0.0,0.0,5.0,VMC,Cruise,Probable Cause,11-09-1989,Cessna 207
20001213X27106,Incident,MIA89IA008,1988-10-11,"ORLANDO, FL",United States,,,ORL,ORLANDO EXEC,Incident,Minor,,N9064M,Cessna,210M,No,1.0,Reciprocating,,NSCH,Unknown,Cherokee Express,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,25-01-1990,Cessna 210M
20001213X27136,Accident,MKC89LA005,1988-10-15,"CEDAR RAPIDS, IA",United States,,,CID,CEDAR RAPIDS,Non-Fatal,Substantial,,N5378F,Piper,PA-28-151,No,1.0,Reciprocating,,NSCH,Unknown,Tibben Flight Lines Inc,0.0,0.0,0.0,1.0,VMC,Descent,Probable Cause,11-09-1989,Piper PA-28-151
20001213X27055,Accident,FTW89FA007,1988-10-16,"EDINBURG, TX",United States,,,,,Non-Fatal,Destroyed,,N91BB,Piper,PA-31-350,No,2.0,Reciprocating,,NSCH,Unknown,Texas Air Charter,0.0,0.0,0.0,7.0,VMC,Climb,Probable Cause,24-01-1990,Piper PA-31-350
20001213X27056,Incident,FTW89IA011,1988-10-30,"BROWNSVILLE, TX",United States,,,BRO,BROWNSVILLE,Incident,Minor,,N2092U,Bell,206 L-1,No,1.0,Turbo Shaft,,NSCH,Unknown,Silver Star Aviation,0.0,0.0,0.0,5.0,VMC,Approach,Probable Cause,11-06-1990,Bell 206 L-1
20001213X26975,Accident,ATL89FA020,1988-10-30,"MEMPHIS, TN",United States,,,MEM,MEMPHIS INTL,Non-Fatal,Substantial,,N918RW,Mcdonnell Douglas,DC-9-31,No,2.0,Turbo Fan,,SCHD,Unknown,Northwest Airlines (dba: Northwest Airlines),0.0,0.0,0.0,42.0,VMC,Taxi,Probable Cause,16-01-1990,Mcdonnell Douglas DC-9-31
20001213X27190,Incident,ATL89IA026,1988-11-02,"GEORGETOWN, SC",United States,,,GGE,GEORGETOWN COUNTY,Incident,Minor,,N958MC,Beech,58,No,2.0,Reciprocating,,NSCH,Unknown,"Ramp 66, Inc.",0.0,0.0,0.0,4.0,VMC,Landing,Probable Cause,25-01-1990,Beech 58
20001213X27223,Incident,CHI89IA023,1988-11-10,"MILWAUKEE, WI",United States,,,MKE,MITCHELL,Incident,Minor,,N333PX,British Aerospace,JS-3101,No,2.0,Turbo Prop,,SCHD,Unknown,"Express Airlines 1, Inc (dba: Northwest Airlink)",0.0,0.0,0.0,12.0,VMC,Takeoff,Probable Cause,11-06-1990,British Aerospace JS-3101
20001213X27182,Accident,ANC89LA017,1988-11-14,"KASITSNA BAY, AK",United States,,,,,Non-Fatal,Substantial,,N4759E,Cessna,A185F,No,1.0,Reciprocating,,NSCH,Unknown,Cook Inlet Aviation,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,19-09-1989,Cessna A185F
20001213X27362,Accident,ANC89LA021,1988-12-04,"HOMER, AK",United States,,,HOM,HOMER,Non-Fatal,Substantial,,N525EH,De Havilland,DHC-6,No,2.0,Turbo Prop,,SCHD,Unknown,"Era Aviation (dba: Era Helicopters, Inc.)",0.0,0.0,0.0,3.0,IMC,Taxi,Probable Cause,19-09-1989,De Havilland DHC-6
20001213X27366,Accident,ANC89LA026,1988-12-21,"PORCUPINE LODGE, AK",United States,,,NONE,PORCUPINE RIVER,Non-Fatal,Substantial,,N70087,Cessna,185,No,1.0,Reciprocating,,NSCH,Unknown,Yukon Air Service,0.0,0.0,0.0,3.0,VMC,Taxi,Probable Cause,06-12-1989,Cessna 185
20001213X27365,Accident,ANC89LA025,1988-12-21,"KOTZEBUE, AK",United States,,,OTZ,WIEN MEMORIAL,Non-Fatal,Substantial,,N9948M,Cessna,207,No,1.0,Reciprocating,,SCHD,Unknown,Baker Aviation Inc.,0.0,0.0,0.0,6.0,IMC,Landing,Probable Cause,06-12-1989,Cessna 207
20001213X27407,Incident,DEN89IA047,1988-12-23,"ROSWELL, NM",United States,,,ROW,ROSWELL INDUSTRIAL,Incident,Minor,,N59217,Cessna,210L,No,1.0,Reciprocating,,NSCH,Unknown,"B & M Enterprises, Inc. (dba: New Mexico Flying Service)",0.0,0.0,0.0,2.0,VMC,Cruise,Probable Cause,25-01-1990,Cessna 210L
20001213X27513,Accident,SEA89LA031,1988-12-24,"SPOKANE, WA",United States,,,GAG,SPOKANE INT'L,Non-Fatal,Substantial,,N4954W,Beech,99A,No,2.0,Turbo Prop,,NSCH,Unknown,"Methow Aviation, Inc.",0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,25-09-1989,Beech 99A
20001213X27517,Accident,ANC89LA031,1989-01-03,"RUSSIAN MISSION, AK",United States,,,RSH,,Non-Fatal,Substantial,,N7329U,Cessna,207A,No,1.0,Reciprocating,,SCHD,Unknown,Ryan Air,0.0,0.0,0.0,2.0,VMC,Approach,Probable Cause,28-09-1990,Cessna 207A
20001213X27518,Accident,ANC89LA033,1989-01-12,"BELL MOUNTAIN, AK",United States,,,,,Non-Fatal,Substantial,,N5074R,Hughes,500-D,No,1.0,Turbo Shaft,,NSCH,Unknown,"Soloy, L.c. (dba: Soloy Helicopter, Inc.)",0.0,0.0,0.0,2.0,VMC,Maneuvering,Probable Cause,28-09-1990,Hughes 500-D
20001213X27664,Incident,SEA89IA042,1989-01-23,"SEATTLE, WA",United States,,,SEA,SEATAC,Incident,Minor,,N386PH,Fairchild,SA-227-AC,No,2.0,Turbo Shaft,,SCHD,Unknown,Horizon Air,0.0,0.0,0.0,14.0,VMC,Takeoff,Probable Cause,26-08-1992,Fairchild SA-227-AC
20001213X27566,Incident,DEN89IA071,1989-01-30,"LANDER, WY",United States,,,LND,HUNT FIELD,Incident,Minor,,N87CH,Beech,E90,No,2.0,Turbo Prop,,NSCH,Unknown,(dba: Life Flight),0.0,0.0,0.0,5.0,VMC,Takeoff,Probable Cause,26-08-1992,Beech E90
20001213X27563,Accident,DEN89FA070B,1989-01-30,"SALT LAKE CITY, UT",United States,,,SLC,SALT LAKE CITY INTL,Non-Fatal,Substantial,,N2685L,Fairchild,SA-227-AC,No,2.0,Turbo Prop,,SCHD,Unknown,"(dba: Skywest Airlines, Inc.)",0.0,0.0,0.0,16.0,IMC,Standing,Probable Cause,22-05-1990,Fairchild SA-227-AC
20001213X27563,Accident,DEN89FA070A,1989-01-30,"SALT LAKE CITY, UT",United States,,,SLC,SALT LAKE CITY INTL,Non-Fatal,Substantial,,N169SW,Swearingen,SA-227-AC,No,2.0,Turbo Prop,,SCHD,Unknown,"(dba: Skywest Airlines, Inc.)",0.0,0.0,0.0,16.0,IMC,Taxi,Probable Cause,22-05-1990,Swearingen SA-227-AC
20001213X27797,Accident,NYC89LA081,1989-02-04,"HYANNIS, MA",United States,,,HYA,BARNSTABLE MUNI,Non-Fatal,Substantial,,N49PB,Cessna,402B,No,2.0,Reciprocating,,NSCH,Unknown,Spectrum Airlines,0.0,0.0,0.0,10.0,VMC,Standing,Probable Cause,24-04-1990,Cessna 402B
20001213X27678,Accident,ANC89FA043,1989-02-10,"FAIRBANKS, AK",United States,,,FAI,FAIRBANKS,Non-Fatal,Substantial,,N5056Q,De Havilland,DHC-3,No,1.0,Reciprocating,,NSCH,Unknown,"(dba: 40 Mile Air, Ltd)",0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,19-04-1990,De Havilland DHC-3
20001213X27965,Accident,MKC89LA073,1989-03-02,"NORFOLK, NE",United States,,,OFK,KARL STEPHAN,Non-Fatal,Substantial,,N69806,Cessna,310Q,No,2.0,Reciprocating,,NSCH,Unknown,Mid Plains Aviation,0.0,0.0,0.0,2.0,IMC,Landing,Probable Cause,28-09-1990,Cessna 310Q
